"";"egoID";"Source";"Target";"weight"
"368";3;1;26;1
"369";3;1;27;2
"370";3;1;28;2
"371";3;1;29;2
"372";3;1;30;3
"373";3;1;31;1
"374";3;1;32;2
"375";3;2;3;2
"376";3;2;4;1
"377";3;2;5;1
"378";3;2;6;2
"379";3;2;7;1
"380";3;2;8;2
"381";3;2;9;3
"382";3;2;10;2
"383";3;2;11;1
"384";3;2;12;3
"385";3;2;13;2
"386";3;2;14;3
"387";3;2;15;2
"388";3;2;16;1
"389";3;2;17;3
"390";3;2;18;2
"391";3;2;19;3
"392";3;2;20;2
"393";3;2;21;2
"394";3;2;22;1
"395";3;2;23;3
"396";3;2;24;1
"397";3;2;25;1
"398";3;2;26;1
"399";3;2;27;1
"400";3;2;28;3
"401";3;2;29;1
"402";3;2;30;3
"403";3;2;31;2
"404";3;2;32;1
"405";3;3;4;3
"406";3;3;5;2
"407";3;3;6;1
"408";3;3;7;3
"409";3;3;8;3
"410";3;3;9;2
"411";3;3;10;3
"412";3;3;11;3
"413";3;3;12;1
"414";3;3;13;1
"415";3;3;14;1
"416";3;3;15;2
"417";3;3;16;3
"418";3;3;17;3
"419";3;3;18;2
"420";3;3;19;3
"421";3;3;20;2
"422";3;3;21;1
"423";3;3;22;2
"424";3;3;23;3
"425";3;3;24;2
"426";3;3;25;1
"427";3;3;26;1
"428";3;3;27;2
"429";3;3;28;1
"430";3;3;29;1
"431";3;3;30;3
"432";3;3;31;3
"433";3;3;32;2
"434";3;4;5;3
"435";3;4;6;2
"436";3;4;7;2
"437";3;4;8;3
"438";3;4;9;1
"439";3;4;10;3
"440";3;4;11;2
"441";3;4;12;1
"442";3;4;13;3
"443";3;4;14;1
"444";3;4;15;1
"445";3;4;16;1
"446";3;4;17;2
"447";3;4;18;3
"448";3;4;19;1
"449";3;4;20;2
"450";3;4;21;1
"451";3;4;22;1
"452";3;4;23;2
"453";3;4;24;3
"454";3;4;25;1
"455";3;4;26;3
"456";3;4;27;1
"457";3;4;28;2
"458";3;4;29;2
"459";3;4;30;2
"460";3;4;31;1
"461";3;4;32;1
"462";3;5;6;1
"463";3;5;7;3
"464";3;5;8;2
"465";3;5;9;1
"466";3;5;10;3
"467";3;5;11;1
"468";3;5;12;2
"469";3;5;13;1
"470";3;5;14;3
"471";3;5;15;3
"472";3;5;16;3
"473";3;5;17;3
"474";3;5;18;1
"475";3;5;19;1
"476";3;5;20;3
"477";3;5;21;1
"478";3;5;22;1
"479";3;5;23;3
"480";3;5;24;2
"481";3;5;25;1
"482";3;5;26;1
"483";3;5;27;1
"484";3;5;28;2
"485";3;5;29;2
"486";3;5;30;3
"487";3;5;31;3
"488";3;5;32;1
"489";3;6;7;3
"490";3;6;8;1
"491";3;6;9;2
"492";3;6;10;2
"493";3;6;11;1
"494";3;6;12;1
"495";3;6;13;2
"496";3;6;14;2
"497";3;6;15;2
"498";3;6;16;2
"499";3;6;17;1
"500";3;6;18;2
"501";3;6;19;1
"502";3;6;20;3
"503";3;6;21;2
"504";3;6;22;1
"505";3;6;23;3
"506";3;6;24;2
"507";3;6;25;1
"508";3;6;26;2
"509";3;6;27;3
"510";3;6;28;3
"511";3;6;29;1
"512";3;6;30;3
"513";3;6;31;1
"514";3;6;32;2
"515";3;7;8;1
"516";3;7;9;1
"517";3;7;10;1
"518";3;7;11;3
"519";3;7;12;3
"520";3;7;13;1
"521";3;7;14;3
"522";3;7;15;2
"523";3;7;16;1
"524";3;7;17;3
"525";3;7;18;1
"526";3;7;19;1
"527";3;7;20;3
"528";3;7;21;1
"529";3;7;22;3
"530";3;7;23;2
"531";3;7;24;3
"532";3;7;25;2
"533";3;7;26;2
"534";3;7;27;1
"535";3;7;28;2
"536";3;7;29;1
"537";3;7;30;3
"538";3;7;31;3
"539";3;7;32;2
"540";3;8;9;3
"541";3;8;10;3
"542";3;8;11;1
"543";3;8;12;1
"544";3;8;13;2
"545";3;8;14;3
"546";3;8;15;3
"547";3;8;16;1
"548";3;8;17;2
"549";3;8;18;1
"550";3;8;19;3
"551";3;8;20;1
"552";3;8;21;1
"553";3;8;22;3
"554";3;8;23;3
"555";3;8;24;1
"556";3;8;25;3
"557";3;8;26;2
"558";3;8;27;1
"559";3;8;28;3
"560";3;8;29;2
"561";3;8;30;3
"562";3;8;31;1
"563";3;8;32;1
"564";3;9;10;3
"565";3;9;11;1
"566";3;9;12;1
"567";3;9;13;3
"568";3;9;14;2
"569";3;9;15;1
"570";3;9;16;2
"571";3;9;17;3
"572";3;9;18;2
"573";3;9;19;2
"574";3;9;20;2
"575";3;9;21;3
"576";3;9;22;3
"577";3;9;23;3
"578";3;9;24;3
"579";3;9;25;2
"580";3;9;26;2
"581";3;9;27;2
"582";3;9;28;1
"583";3;9;29;2
"584";3;9;30;1
"585";3;9;31;1
"586";3;9;32;2
"587";3;10;11;1
"588";3;10;12;2
"589";3;10;13;3
"590";3;10;14;1
"591";3;10;15;2
"592";3;10;16;2
"593";3;10;17;3
"594";3;10;18;2
"595";3;10;19;2
"596";3;10;20;1
"597";3;10;21;1
"598";3;10;22;3
"599";3;10;23;2
"600";3;10;24;1
"601";3;10;25;2
"602";3;10;26;1
"603";3;10;27;3
"604";3;10;28;1
"605";3;10;29;3
"606";3;10;30;2
"607";3;10;31;2
"608";3;10;32;3
"609";3;11;12;2
"610";3;11;13;3
"611";3;11;14;2
"612";3;11;15;1
"613";3;11;16;3
"614";3;11;17;2
"615";3;11;18;1
"616";3;11;19;2
"617";3;11;20;3
"618";3;11;21;1
"619";3;11;22;1
"620";3;11;23;2
"621";3;11;24;1
"622";3;11;25;2
"623";3;11;26;3
"624";3;11;27;2
"625";3;11;28;2
"626";3;11;29;2
"627";3;11;30;3
"628";3;11;31;3
"629";3;11;32;2
"630";3;12;13;2
"631";3;12;14;3
"632";3;12;15;2
"633";3;12;16;1
"634";3;12;17;2
"635";3;12;18;3
"636";3;12;19;3
"637";3;12;20;1
"638";3;12;21;3
"639";3;12;22;1
"640";3;12;23;2
"641";3;12;24;2
"642";3;12;25;2
"643";3;12;26;1
"644";3;12;27;2
"645";3;12;28;1
"646";3;12;29;3
"647";3;12;30;2
"648";3;12;31;2
"649";3;12;32;1
"650";3;13;14;1
"651";3;13;15;3
"652";3;13;16;3
"653";3;13;17;3
"654";3;13;18;1
"655";3;13;19;1
"656";3;13;20;1
"657";3;13;21;2
"658";3;13;22;2
"659";3;13;23;2
"660";3;13;24;3
"661";3;13;25;2
"662";3;13;26;2
"663";3;13;27;1
"664";3;13;28;2
"665";3;13;29;3
"666";3;13;30;1
"667";3;13;31;3
"668";3;13;32;2
"669";3;14;15;2
"670";3;14;16;3
"671";3;14;17;1
"672";3;14;18;1
"673";3;14;19;3
"674";3;14;20;2
"675";3;14;21;1
"676";3;14;22;3
"677";3;14;23;2
"678";3;14;24;2
"679";3;14;25;1
"680";3;14;26;2
"681";3;14;27;1
"682";3;14;28;2
"683";3;14;29;2
"684";3;14;30;3
"685";3;14;31;3
"686";3;14;32;2
"687";3;15;16;1
"688";3;15;17;3
"689";3;15;18;2
"690";3;15;19;1
"691";3;15;20;3
"692";3;15;21;1
"693";3;15;22;1
"694";3;15;23;1
"695";3;15;24;2
"696";3;15;25;1
"697";3;15;26;3
"698";3;15;27;3
"699";3;15;28;2
"700";3;15;29;2
"701";3;15;30;1
"702";3;15;31;1
"703";3;15;32;1
"704";3;16;17;1
"705";3;16;18;2
"706";3;16;19;2
"707";3;16;20;1
"708";3;16;21;1
"709";3;16;22;2
"710";3;16;23;1
"711";3;16;24;1
"712";3;16;25;3
"713";3;16;26;1
"714";3;16;27;1
"715";3;16;28;1
"716";3;16;29;1
"717";3;16;30;3
"718";3;16;31;2
"719";3;16;32;1
"720";3;17;18;3
"721";3;17;19;3
"722";3;17;20;3
"723";3;17;21;3
"724";3;17;22;2
"725";3;17;23;2
"726";3;17;24;1
"727";3;17;25;1
"728";3;17;26;3
"729";3;17;27;3
"730";3;17;28;3
"731";3;17;29;1
"732";3;17;30;3
"733";3;17;31;3
"734";3;17;32;1
"735";3;18;19;3
"736";3;18;20;2
"737";3;18;21;2
"738";3;18;22;1
"739";3;18;23;1
"740";3;18;24;2
"741";3;18;25;1
"742";3;18;26;2
"743";3;18;27;3
"744";3;18;28;2
"745";3;18;29;3
"746";3;18;30;3
"747";3;18;31;3
"748";3;18;32;2
"749";3;19;20;2
"750";3;19;21;1
"751";3;19;22;1
"752";3;19;23;3
"753";3;19;24;2
"754";3;19;25;2
"755";3;19;26;3
"756";3;19;27;2
"757";3;19;28;1
"758";3;19;29;2
"759";3;19;30;1
"760";3;19;31;1
"761";3;19;32;3
"762";3;20;21;3
"763";3;20;22;1
"764";3;20;23;2
"765";3;20;24;3
"766";3;20;25;3
"767";3;20;26;1
"768";3;20;27;1
"769";3;20;28;1
"770";3;20;29;1
"771";3;20;30;3
"772";3;20;31;1
"773";3;20;32;2
"774";3;21;22;3
"775";3;21;23;2
"776";3;21;24;1
"777";3;21;25;2
"778";3;21;26;2
"779";3;21;27;2
"780";3;21;28;3
"781";3;21;29;2
"782";3;21;30;2
"783";3;21;31;1
"784";3;21;32;3
"785";3;22;23;1
"786";3;22;24;2
"787";3;22;25;2
"788";3;22;26;1
"789";3;22;27;2
"790";3;22;28;1
"791";3;22;29;1
"792";3;22;30;1
"793";3;22;31;1
"794";3;22;32;2
"795";3;23;24;2
"796";3;23;25;3
"797";3;23;26;1
"798";3;23;27;3
"799";3;23;28;2
"800";3;23;29;1
"801";3;23;30;1
"802";3;23;31;2
"803";3;23;32;3
"804";3;24;25;1
"805";3;24;26;1
"806";3;24;27;2
"807";3;24;28;1
"808";3;24;29;2
"809";3;24;30;2
"810";3;24;31;3
"811";3;24;32;1
"812";3;25;26;1
"813";3;25;27;1
"814";3;25;28;1
"815";3;25;29;3
"816";3;25;30;1
"817";3;25;31;2
"818";3;25;32;2
"819";3;26;27;2
"820";3;26;28;3
"821";3;26;29;3
"822";3;26;30;2
"823";3;26;31;3
"824";3;26;32;2
"825";3;27;28;2
"826";3;27;29;2
"827";3;27;30;1
"828";3;27;31;1
"829";3;27;32;2
"830";3;28;29;2
"831";3;28;30;3
"832";3;28;31;3
"833";3;28;32;3
"834";3;29;30;3
"835";3;29;31;1
"836";3;29;32;1
"837";3;30;31;2
"838";3;30;32;1
"839";3;31;32;1
"840";4;1;2;1
"841";4;1;3;2
"842";4;1;4;2
"843";4;1;5;3
"844";4;1;6;3
"845";4;1;7;1
"846";4;1;8;2
"847";4;1;9;2
"848";4;1;10;2
"849";4;1;11;3
"850";4;2;3;1
"851";4;2;4;3
"852";4;2;5;1
"853";4;2;6;3
"854";4;2;7;1
"855";4;2;8;1
"856";4;2;9;1
"857";4;2;10;3
"858";4;2;11;2
"859";4;3;4;2
"860";4;3;5;1
"861";4;3;6;3
"862";4;3;7;1
"863";4;3;8;2
"864";4;3;9;3
"865";4;3;10;3
"866";4;3;11;3
"867";4;4;5;1
"868";4;4;6;2
"869";4;4;7;3
"870";4;4;8;3
"871";4;4;9;1
"872";4;4;10;1
"873";4;4;11;1
"874";4;5;6;3
"875";4;5;7;3
"876";4;5;8;2
"877";4;5;9;1
"878";4;5;10;2
"879";4;5;11;2
"880";4;6;7;3
"881";4;6;8;2
"882";4;6;9;3
"883";4;6;10;2
"884";4;6;11;2
"885";4;7;8;2
"886";4;7;9;2
"887";4;7;10;2
"888";4;7;11;1
"889";4;8;9;3
"890";4;8;10;1
"891";4;8;11;3
"892";4;9;10;1
"893";4;9;11;3
"894";4;10;11;2
"895";5;1;2;3
"896";5;1;3;1
"897";5;1;4;1
"898";5;1;5;1
"899";5;1;6;3
"900";5;1;7;1
"901";5;1;8;2
"902";5;1;9;1
"903";5;1;10;1
"904";5;1;11;3
"905";5;1;12;1
"906";5;1;13;3
"907";5;1;14;1
"908";5;1;15;2
"909";5;1;16;2
"910";5;1;17;2
"911";5;1;18;3
"912";5;1;19;3
"913";5;1;20;1
"914";5;1;21;2
"915";5;1;22;1
"916";5;1;23;2
"917";5;2;3;1
"918";5;2;4;1
"919";5;2;5;1
"920";5;2;6;1
"921";5;2;7;1
"922";5;2;8;2
"923";5;2;9;3
"924";5;2;10;3
"925";5;2;11;3
"926";5;2;12;2
"927";5;2;13;1
"928";5;2;14;3
"929";5;2;15;3
"930";5;2;16;3
"931";5;2;17;3
"932";5;2;18;3
"933";5;2;19;3
"934";5;2;20;1
"935";5;2;21;3
"936";5;2;22;2
"937";5;2;23;1
"938";5;3;4;2
"939";5;3;5;1
"940";5;3;6;1
"941";5;3;7;2
"942";5;3;8;3
"943";5;3;9;2
"944";5;3;10;1
"945";5;3;11;2
"946";5;3;12;3
"947";5;3;13;3
"948";5;3;14;2
"949";5;3;15;1
"950";5;3;16;2
"951";5;3;17;1
"952";5;3;18;3
"953";5;3;19;3
"954";5;3;20;3
"955";5;3;21;2
"956";5;3;22;3
"957";5;3;23;2
"958";5;4;5;3
"959";5;4;6;3
"960";5;4;7;1
"961";5;4;8;1
"962";5;4;9;3
"963";5;4;10;3
"964";5;4;11;2
"965";5;4;12;1
"966";5;4;13;1
"967";5;4;14;1
"968";5;4;15;3
"969";5;4;16;3
"970";5;4;17;1
"971";5;4;18;3
"972";5;4;19;3
"973";5;4;20;3
"974";5;4;21;2
"975";5;4;22;2
"976";5;4;23;1
"977";5;5;6;3
"978";5;5;7;2
"979";5;5;8;1
"980";5;5;9;2
"981";5;5;10;1
"982";5;5;11;2
"983";5;5;12;1
"984";5;5;13;2
"985";5;5;14;3
"986";5;5;15;3
"987";5;5;16;3
"988";5;5;17;2
"989";5;5;18;2
"990";5;5;19;1
"991";5;5;20;1
"992";5;5;21;2
"993";5;5;22;2
"994";5;5;23;1
"995";5;6;7;2
"996";5;6;8;3
"997";5;6;9;1
"998";5;6;10;2
"999";5;6;11;2
"1000";5;6;12;3
"1001";5;6;13;1
"1002";5;6;14;2
"1003";5;6;15;1
"1004";5;6;16;3
"1005";5;6;17;3
"1006";5;6;18;1
"1007";5;6;19;1
"1008";5;6;20;3
"1009";5;6;21;3
"1010";5;6;22;3
"1011";5;6;23;1
"1012";5;7;8;3
"1013";5;7;9;2
"1014";5;7;10;2
"1015";5;7;11;1
"1016";5;7;12;3
"1017";5;7;13;3
"1018";5;7;14;1
"1019";5;7;15;3
"1020";5;7;16;1
"1021";5;7;17;2
"1022";5;7;18;3
"1023";5;7;19;3
"1024";5;7;20;1
"1025";5;7;21;1
"1026";5;7;22;3
"1027";5;7;23;2
"1028";5;8;9;3
"1029";5;8;10;2
"1030";5;8;11;3
"1031";5;8;12;1
"1032";5;8;13;1
"1033";5;8;14;3
"1034";5;8;15;3
"1035";5;8;16;3
"1036";5;8;17;3
"1037";5;8;18;2
"1038";5;8;19;1
"1039";5;8;20;1
"1040";5;8;21;1
"1041";5;8;22;1
"1042";5;8;23;3
"1043";5;9;10;1
"1044";5;9;11;1
"1045";5;9;12;1
"1046";5;9;13;2
"1047";5;9;14;3
"1048";5;9;15;3
"1049";5;9;16;2
"1050";5;9;17;3
"1051";5;9;18;1
"1052";5;9;19;1
"1053";5;9;20;1
"1054";5;9;21;2
"1055";5;9;22;2
"1056";5;9;23;2
"1057";5;10;11;1
"1058";5;10;12;1
"1059";5;10;13;1
"1060";5;10;14;3
"1061";5;10;15;1
"1062";5;10;16;3
"1063";5;10;17;1
"1064";5;10;18;3
"1065";5;10;19;1
"1066";5;10;20;2
"1067";5;10;21;3
"1068";5;10;22;2
"1069";5;10;23;3
"1070";5;11;12;1
"1071";5;11;13;3
"1072";5;11;14;1
"1073";5;11;15;1
"1074";5;11;16;3
"1075";5;11;17;2
"1076";5;11;18;3
"1077";5;11;19;1
"1078";5;11;20;1
"1079";5;11;21;3
"1080";5;11;22;1
"1081";5;11;23;3
"1082";5;12;13;2
"1083";5;12;14;2
"1084";5;12;15;2
"1085";5;12;16;2
"1086";5;12;17;3
"1087";5;12;18;2
"1088";5;12;19;2
"1089";5;12;20;2
"1090";5;12;21;2
"1091";5;12;22;2
"1092";5;12;23;3
"1093";5;13;14;2
"1094";5;13;15;3
"1095";5;13;16;3
"1096";5;13;17;3
"1097";5;13;18;3
"1098";5;13;19;3
"1099";5;13;20;3
"1100";5;13;21;1
"1101";5;13;22;2
"1102";5;13;23;2
"1103";5;14;15;3
"1104";5;14;16;1
"1105";5;14;17;3
"1106";5;14;18;3
"1107";5;14;19;3
"1108";5;14;20;3
"1109";5;14;21;3
"1110";5;14;22;3
"1111";5;14;23;3
"1112";5;15;16;2
"1113";5;15;17;3
"1114";5;15;18;2
"1115";5;15;19;1
"1116";5;15;20;2
"1117";5;15;21;1
"1118";5;15;22;1
"1119";5;15;23;3
"1120";5;16;17;2
"1121";5;16;18;1
"1122";5;16;19;1
"1123";5;16;20;1
"1124";5;16;21;1
"1125";5;16;22;1
"1126";5;16;23;3
"1127";5;17;18;2
"1128";5;17;19;1
"1129";5;17;20;3
"1130";5;17;21;1
"1131";5;17;22;2
"1132";5;17;23;3
"1133";5;18;19;2
"1134";5;18;20;3
"1135";5;18;21;3
"1136";5;18;22;3
"1137";5;18;23;2
"1138";5;19;20;2
"1139";5;19;21;1
"1140";5;19;22;1
"1141";5;19;23;3
"1142";5;20;21;1
"1143";5;20;22;3
"1144";5;20;23;3
"1145";5;21;22;3
"1146";5;21;23;2
"1147";5;22;23;3
"1148";6;1;2;2
"1149";6;1;3;2
"1150";6;1;4;3
"1151";6;1;5;1
"1152";6;1;6;3
"1153";6;1;7;1
"1154";6;1;8;1
"1155";6;1;9;2
"1156";6;1;10;1
"1157";6;1;11;2
"1158";6;2;3;2
"1159";6;2;4;2
"1160";6;2;5;2
"1161";6;2;6;3
"1162";6;2;7;2
"1163";6;2;8;2
"1164";6;2;9;1
"1165";6;2;10;1
"1166";6;2;11;2
"1167";6;3;4;3
"1168";6;3;5;1
"1169";6;3;6;2
"1170";6;3;7;3
"1171";6;3;8;1
"1172";6;3;9;2
"1173";6;3;10;1
"1174";6;3;11;3
"1175";6;4;5;3
"1176";6;4;6;2
"1177";6;4;7;3
"1178";6;4;8;2
"1179";6;4;9;2
"1180";6;4;10;1
"1181";6;4;11;1
"1182";6;5;6;1
"1183";6;5;7;1
"1184";6;5;8;1
"1185";6;5;9;1
"1186";6;5;10;3
"1187";6;5;11;3
"1188";6;6;7;2
"1189";6;6;8;3
"1190";6;6;9;1
"1191";6;6;10;1
"1192";6;6;11;2
"1193";6;7;8;2
"1194";6;7;9;1
"1195";6;7;10;3
"1196";6;7;11;2
"1197";6;8;9;3
"1198";6;8;10;1
"1199";6;8;11;3
"1200";6;9;10;2
"1201";6;9;11;2
"1202";6;10;11;3
"1203";7;1;2;3
"1204";7;1;3;3
"1205";7;1;4;2
"1206";7;1;5;2
"1207";7;1;6;2
"1208";7;1;7;3
"1209";7;1;8;3
"1210";7;1;9;3
"1211";7;1;10;3
"1212";7;1;11;2
"1213";7;1;12;1
"1214";7;1;13;3
"1215";7;1;14;3
"1216";7;1;15;1
"1217";7;1;16;2
"1218";7;1;17;1
"1219";7;2;3;1
"1220";7;2;4;3
"1221";7;2;5;2
"1222";7;2;6;2
"1223";7;2;7;1
"1224";7;2;8;3
"1225";7;2;9;3
"1226";7;2;10;1
"1227";7;2;11;1
"1228";7;2;12;1
"1229";7;2;13;2
"1230";7;2;14;3
"1231";7;2;15;3
"1232";7;2;16;2
"1233";7;2;17;3
"1234";7;3;4;2
"1235";7;3;5;1
"1236";7;3;6;1
"1237";7;3;7;3
"1238";7;3;8;1
"1239";7;3;9;3
"1240";7;3;10;3
"1241";7;3;11;2
"1242";7;3;12;2
"1243";7;3;13;2
"1244";7;3;14;2
"1245";7;3;15;3
"1246";7;3;16;3
