"";"egoID";"Source";"Target";"weight"
"247";9;5;6;2
"248";9;5;7;1
"249";9;5;8;2
"250";9;6;7;2
"251";9;6;8;3
"252";9;7;8;3
"253";10;1;2;3
"254";10;1;3;1
"255";10;1;4;1
"256";10;1;5;2
"257";10;1;6;3
"258";10;1;7;3
"259";10;1;8;3
"260";10;2;3;2
"261";10;2;4;3
"262";10;2;5;2
"263";10;2;6;1
"264";10;2;7;2
"265";10;2;8;1
"266";10;3;4;2
"267";10;3;5;2
"268";10;3;6;2
"269";10;3;7;3
"270";10;3;8;2
"271";10;4;5;3
"272";10;4;6;2
"273";10;4;7;3
"274";10;4;8;3
"275";10;5;6;2
"276";10;5;7;2
"277";10;5;8;1
"278";10;6;7;1
"279";10;6;8;1
"280";10;7;8;2
"281";11;1;2;2
"282";11;1;3;2
"283";11;1;4;1
"284";11;1;5;3
"285";11;1;6;2
"286";11;1;7;1
"287";11;1;8;1
"288";11;2;3;3
"289";11;2;4;3
"290";11;2;5;1
"291";11;2;6;1
"292";11;2;7;1
"293";11;2;8;3
"294";11;3;4;3
"295";11;3;5;2
"296";11;3;6;2
"297";11;3;7;2
"298";11;3;8;2
"299";11;4;5;2
"300";11;4;6;1
"301";11;4;7;1
"302";11;4;8;1
"303";11;5;6;2
"304";11;5;7;2
"305";11;5;8;3
"306";11;6;7;2
"307";11;6;8;1
"308";11;7;8;1
"309";12;1;2;1
"310";12;1;3;3
"311";12;1;4;3
"312";12;1;5;2
"313";12;1;6;1
"314";12;1;7;2
"315";12;1;8;1
"316";12;2;3;3
"317";12;2;4;3
"318";12;2;5;2
"319";12;2;6;2
"320";12;2;7;1
"321";12;2;8;1
"322";12;3;4;3
"323";12;3;5;3
"324";12;3;6;2
"325";12;3;7;1
"326";12;3;8;3
"327";12;4;5;2
"328";12;4;6;3
"329";12;4;7;2
"330";12;4;8;2
"331";12;5;6;3
"332";12;5;7;1
"333";12;5;8;3
"334";12;6;7;3
"335";12;6;8;3
"336";12;7;8;1
"337";13;1;2;2
"338";13;1;3;1
"339";13;1;4;2
"340";13;1;5;3
"341";13;1;6;2
"342";13;1;7;2
"343";13;1;8;2
"344";13;2;3;3
"345";13;2;4;2
"346";13;2;5;2
"347";13;2;6;1
"348";13;2;7;1
"349";13;2;8;3
"350";13;3;4;1
"351";13;3;5;3
"352";13;3;6;2
"353";13;3;7;2
"354";13;3;8;1
"355";13;4;5;2
"356";13;4;6;2
"357";13;4;7;2
"358";13;4;8;1
"359";13;5;6;2
"360";13;5;7;1
"361";13;5;8;3
"362";13;6;7;3
"363";13;6;8;2
"364";13;7;8;3
"365";14;1;2;1
"366";14;1;3;3
"367";14;1;4;2
"368";14;1;5;2
"369";14;1;6;3
"370";14;1;7;3
"371";14;1;8;3
"372";14;2;3;3
"373";14;2;4;2
"374";14;2;5;2
"375";14;2;6;1
"376";14;2;7;3
"377";14;2;8;2
"378";14;3;4;3
"379";14;3;5;2
"380";14;3;6;1
"381";14;3;7;3
"382";14;3;8;2
"383";14;4;5;3
"384";14;4;6;2
"385";14;4;7;3
"386";14;4;8;1
"387";14;5;6;2
"388";14;5;7;1
"389";14;5;8;1
"390";14;6;7;3
"391";14;6;8;1
"392";14;7;8;2
"393";15;1;2;2
"394";15;1;3;3
"395";15;1;4;1
"396";15;1;5;2
"397";15;1;6;2
"398";15;1;7;1
"399";15;1;8;3
"400";15;2;3;3
"401";15;2;4;1
"402";15;2;5;1
"403";15;2;6;3
"404";15;2;7;3
"405";15;2;8;3
"406";15;3;4;2
"407";15;3;5;3
"408";15;3;6;1
"409";15;3;7;2
"410";15;3;8;2
"411";15;4;5;3
"412";15;4;6;1
"413";15;4;7;3
"414";15;4;8;2
"415";15;5;6;2
"416";15;5;7;3
"417";15;5;8;3
"418";15;6;7;3
"419";15;6;8;2
"420";15;7;8;3
"421";16;1;2;1
"422";16;1;3;3
"423";16;1;4;3
"424";16;1;5;1
"425";16;1;6;3
"426";16;1;7;3
"427";16;1;8;3
"428";16;2;3;3
"429";16;2;4;1
"430";16;2;5;3
"431";16;2;6;3
"432";16;2;7;3
"433";16;2;8;3
"434";16;3;4;3
"435";16;3;5;3
"436";16;3;6;2
"437";16;3;7;1
"438";16;3;8;1
"439";16;4;5;1
"440";16;4;6;1
"441";16;4;7;1
"442";16;4;8;3
"443";16;5;6;2
"444";16;5;7;1
"445";16;5;8;3
"446";16;6;7;3
"447";16;6;8;1
"448";16;7;8;1
"449";17;1;2;2
"450";17;1;3;2
"451";17;1;4;2
"452";17;1;5;1
"453";17;1;6;1
"454";17;1;7;1
"455";17;1;8;1
"456";17;2;3;1
"457";17;2;4;2
"458";17;2;5;2
"459";17;2;6;2
"460";17;2;7;3
"461";17;2;8;1
"462";17;3;4;1
"463";17;3;5;1
"464";17;3;6;1
"465";17;3;7;1
"466";17;3;8;1
"467";17;4;5;1
"468";17;4;6;3
"469";17;4;7;3
"470";17;4;8;3
"471";17;5;6;3
"472";17;5;7;2
"473";17;5;8;2
"474";17;6;7;1
"475";17;6;8;1
"476";17;7;8;3
"477";18;1;2;2
"478";18;1;3;3
"479";18;1;4;1
"480";18;1;5;3
"481";18;1;6;3
"482";18;1;7;2
"483";18;1;8;1
"484";18;2;3;2
"485";18;2;4;2
"486";18;2;5;3
"487";18;2;6;1
"488";18;2;7;1
"489";18;2;8;3
"490";18;3;4;1
"491";18;3;5;2
"492";18;3;6;2
"493";18;3;7;2
"494";18;3;8;1
"495";18;4;5;3
"496";18;4;6;1
"497";18;4;7;3
"498";18;4;8;1
"499";18;5;6;3
"500";18;5;7;3
"501";18;5;8;2
"502";18;6;7;1
"503";18;6;8;1
"504";18;7;8;3
"505";19;1;2;1
"506";19;1;3;2
"507";19;1;4;1
"508";19;1;5;1
"509";19;1;6;2
"510";19;1;7;1
"511";19;1;8;1
"512";19;2;3;2
"513";19;2;4;3
"514";19;2;5;1
"515";19;2;6;3
"516";19;2;7;3
"517";19;2;8;2
"518";19;3;4;2
"519";19;3;5;1
"520";19;3;6;3
"521";19;3;7;3
"522";19;3;8;1
"523";19;4;5;1
"524";19;4;6;1
"525";19;4;7;2
"526";19;4;8;3
"527";19;5;6;2
"528";19;5;7;3
"529";19;5;8;2
"530";19;6;7;2
"531";19;6;8;2
"532";19;7;8;2
"533";20;1;2;2
"534";20;1;3;1
"535";20;1;4;1
"536";20;1;5;2
"537";20;1;6;2
"538";20;1;7;2
"539";20;1;8;2
"540";20;2;3;3
"541";20;2;4;1
"542";20;2;5;1
"543";20;2;6;2
"544";20;2;7;1
"545";20;2;8;1
"546";20;3;4;2
"547";20;3;5;3
"548";20;3;6;3
"549";20;3;7;3
"550";20;3;8;1
"551";20;4;5;1
"552";20;4;6;3
"553";20;4;7;1
"554";20;4;8;3
"555";20;5;6;2
"556";20;5;7;1
"557";20;5;8;1
"558";20;6;7;1
"559";20;6;8;1
"560";20;7;8;2
"561";21;1;2;2
"562";21;1;3;1
"563";21;1;4;3
"564";21;1;5;2
"565";21;1;6;3
"566";21;1;7;1
"567";21;1;8;2
"568";21;2;3;2
"569";21;2;4;3
"570";21;2;5;1
"571";21;2;6;2
"572";21;2;7;1
"573";21;2;8;2
"574";21;3;4;2
"575";21;3;5;1
"576";21;3;6;2
"577";21;3;7;1
"578";21;3;8;1
"579";21;4;5;2
"580";21;4;6;1
"581";21;4;7;1
"582";21;4;8;1
"583";21;5;6;3
"584";21;5;7;1
"585";21;5;8;2
"586";21;6;7;2
"587";21;6;8;2
"588";21;7;8;3
"589";22;1;2;1
"590";22;1;3;1
"591";22;1;4;3
"592";22;1;5;3
"593";22;1;6;1
"594";22;1;7;3
"595";22;1;8;1
"596";22;2;3;3
"597";22;2;4;3
"598";22;2;5;3
"599";22;2;6;1
"600";22;2;7;3
"601";22;2;8;2
"602";22;3;4;2
"603";22;3;5;3
"604";22;3;6;3
"605";22;3;7;1
"606";22;3;8;3
"607";22;4;5;3
"608";22;4;6;1
"609";22;4;7;3
"610";22;4;8;3
"611";22;5;6;1
"612";22;5;7;3
"613";22;5;8;2
"614";22;6;7;1
"615";22;6;8;2
"616";22;7;8;2
"617";23;1;2;2
"618";23;1;3;2
"619";23;1;4;3
"620";23;1;5;2
"621";23;1;6;1
"622";23;1;7;2
"623";23;1;8;1
"624";23;2;3;1
"625";23;2;4;1
"626";23;2;5;1
"627";23;2;6;1
"628";23;2;7;3
"629";23;2;8;2
"630";23;3;4;1
"631";23;3;5;3
"632";23;3;6;2
"633";23;3;7;2
"634";23;3;8;2
"635";23;4;5;3
"636";23;4;6;2
"637";23;4;7;3
"638";23;4;8;2
"639";23;5;6;1
"640";23;5;7;3
"641";23;5;8;2
"642";23;6;7;2
"643";23;6;8;3
"644";23;7;8;1
"645";24;1;2;2
"646";24;1;3;2
"647";24;1;4;3
"648";24;1;5;1
"649";24;1;6;3
"650";24;1;7;2
"651";24;1;8;2
"652";24;2;3;1
"653";24;2;4;1
"654";24;2;5;3
"655";24;2;6;3
"656";24;2;7;2
"657";24;2;8;1
"658";24;3;4;1
"659";24;3;5;2
"660";24;3;6;3
"661";24;3;7;3
"662";24;3;8;3
"663";24;4;5;1
"664";24;4;6;2
"665";24;4;7;2
"666";24;4;8;2
"667";24;5;6;2
"668";24;5;7;1
"669";24;5;8;2
"670";24;6;7;3
"671";24;6;8;3
"672";24;7;8;2
"673";25;1;2;2
"674";25;1;3;1
"675";25;1;4;2
"676";25;1;5;2
"677";25;1;6;3
"678";25;1;7;2
"679";25;1;8;2
"680";25;2;3;3
"681";25;2;4;3
"682";25;2;5;2
"683";25;2;6;3
"684";25;2;7;3
"685";25;2;8;3
"686";25;3;4;3
"687";25;3;5;3
"688";25;3;6;3
"689";25;3;7;1
"690";25;3;8;1
"691";25;4;5;2
"692";25;4;6;3
"693";25;4;7;2
"694";25;4;8;2
"695";25;5;6;3
"696";25;5;7;3
"697";25;5;8;1
"698";25;6;7;1
"699";25;6;8;2
"700";25;7;8;1
"701";26;1;2;2
"702";26;1;3;2
"703";26;1;4;3
"704";26;1;5;1
"705";26;1;6;2
"706";26;1;7;3
"707";26;1;8;2
"708";26;2;3;1
"709";26;2;4;2
"710";26;2;5;2
"711";26;2;6;1
"712";26;2;7;1
"713";26;2;8;1
"714";26;3;4;3
"715";26;3;5;1
"716";26;3;6;2
"717";26;3;7;1
"718";26;3;8;2
"719";26;4;5;3
"720";26;4;6;3
"721";26;4;7;1
"722";26;4;8;1
"723";26;5;6;1
"724";26;5;7;3
"725";26;5;8;3
"726";26;6;7;1
"727";26;6;8;1
"728";26;7;8;2
"729";27;1;2;1
"730";27;1;3;1
"731";27;1;4;3
"732";27;1;5;3
"733";27;1;6;3
"734";27;1;7;2
"735";27;1;8;3
"736";27;2;3;3
"737";27;2;4;3
"738";27;2;5;3
"739";27;2;6;3
"740";27;2;7;1
"741";27;2;8;1
"742";27;3;4;2
"743";27;3;5;2
"744";27;3;6;3
"745";27;3;7;3
"746";27;3;8;2
"747";27;4;5;2
"748";27;4;6;1
"749";27;4;7;1
"750";27;4;8;2
"751";27;5;6;2
"752";27;5;7;3
"753";27;5;8;1
"754";27;6;7;3
"755";27;6;8;3
"756";27;7;8;2
"757";28;1;2;3
"758";28;1;3;3
"759";28;1;4;2
"760";28;1;5;2
"761";28;1;6;3
"762";28;1;7;3
"763";28;1;8;3
"764";28;2;3;3
"765";28;2;4;1
"766";28;2;5;2
"767";28;2;6;1
"768";28;2;7;3
"769";28;2;8;2
"770";28;3;4;2
"771";28;3;5;3
"772";28;3;6;2
"773";28;3;7;3
"774";28;3;8;1
"775";28;4;5;3
"776";28;4;6;1
"777";28;4;7;3
"778";28;4;8;3
"779";28;5;6;3
"780";28;5;7;1
"781";28;5;8;2
"782";28;6;7;2
"783";28;6;8;1
"784";28;7;8;1
"785";29;1;2;3
"786";29;1;3;2
"787";29;1;4;3
"788";29;1;5;1
"789";29;1;6;2
"790";29;1;7;2
"791";29;1;8;3
"792";29;2;3;2
"793";29;2;4;2
"794";29;2;5;1
"795";29;2;6;2
"796";29;2;7;2
"797";29;2;8;2
"798";29;3;4;2
"799";29;3;5;1
"800";29;3;6;2
"801";29;3;7;3
"802";29;3;8;3
"803";29;4;5;3
"804";29;4;6;2
"805";29;4;7;2
"806";29;4;8;3
"807";29;5;6;1
"808";29;5;7;3
"809";29;5;8;3
"810";29;6;7;3
"811";29;6;8;1
"812";29;7;8;3
"813";30;1;2;2
"814";30;1;3;3
"815";30;1;4;1
"816";30;1;5;1
"817";30;1;6;2
"818";30;1;7;3
"819";30;1;8;2
"820";30;2;3;2
"821";30;2;4;3
"822";30;2;5;2
"823";30;2;6;2
"824";30;2;7;3
"825";30;2;8;3
"826";30;3;4;3
"827";30;3;5;2
"828";30;3;6;1
"829";30;3;7;3
"830";30;3;8;3
"831";30;4;5;3
"832";30;4;6;3
"833";30;4;7;3
"834";30;4;8;3
"835";30;5;6;3
"836";30;5;7;1
"837";30;5;8;1
"838";30;6;7;2
"839";30;6;8;2
"840";30;7;8;1
"841";31;1;2;1
"842";31;1;3;3
"843";31;1;4;1
"844";31;1;5;1
"845";31;1;6;3
"846";31;1;7;2
"847";31;1;8;1
"848";31;2;3;1
"849";31;2;4;2
"850";31;2;5;2
"851";31;2;6;2
"852";31;2;7;1
"853";31;2;8;2
"854";31;3;4;2
"855";31;3;5;3
"856";31;3;6;2
"857";31;3;7;2
"858";31;3;8;2
"859";31;4;5;2
"860";31;4;6;1
"861";31;4;7;1
"862";31;4;8;3
"863";31;5;6;1
"864";31;5;7;1
"865";31;5;8;2
"866";31;6;7;2
"867";31;6;8;3
"868";31;7;8;1
"869";32;1;2;3
"870";32;1;3;1
"871";32;1;4;3
"872";32;1;5;1
"873";32;1;6;1
"874";32;1;7;1
"875";32;1;8;1
"876";32;2;3;2
"877";32;2;4;2
"878";32;2;5;1
"879";32;2;6;1
"880";32;2;7;3
"881";32;2;8;3
"882";32;3;4;3
"883";32;3;5;3
"884";32;3;6;1
"885";32;3;7;1
"886";32;3;8;1
"887";32;4;5;1
"888";32;4;6;1
"889";32;4;7;1
"890";32;4;8;3
"891";32;5;6;2
"892";32;5;7;3
"893";32;5;8;3
"894";32;6;7;1
"895";32;6;8;1
"896";32;7;8;1
"897";33;1;2;1
"898";33;1;3;1
"899";33;1;4;3
"900";33;1;5;2
"901";33;1;6;1
"902";33;1;7;1
"903";33;1;8;2
"904";33;2;3;1
"905";33;2;4;1
"906";33;2;5;1
"907";33;2;6;2
"908";33;2;7;1
"909";33;2;8;1
"910";33;3;4;1
"911";33;3;5;1
"912";33;3;6;2
"913";33;3;7;1
"914";33;3;8;2
"915";33;4;5;1
"916";33;4;6;3
"917";33;4;7;3
"918";33;4;8;1
"919";33;5;6;1
"920";33;5;7;1
"921";33;5;8;3
"922";33;6;7;3
"923";33;6;8;3
"924";33;7;8;2
"925";34;1;2;1
"926";34;1;3;1
"927";34;1;4;2
"928";34;1;5;2
"929";34;1;6;1
"930";34;1;7;2
"931";34;1;8;1
"932";34;2;3;1
"933";34;2;4;3
"934";34;2;5;3
"935";34;2;6;1
"936";34;2;7;3
"937";34;2;8;1
"938";34;3;4;2
"939";34;3;5;3
"940";34;3;6;2
"941";34;3;7;1
"942";34;3;8;2
"943";34;4;5;1
"944";34;4;6;2
"945";34;4;7;1
"946";34;4;8;1
"947";34;5;6;3
"948";34;5;7;3
"949";34;5;8;3
"950";34;6;7;3
"951";34;6;8;2
"952";34;7;8;2
"953";35;1;2;2
"954";35;1;3;1
"955";35;1;4;3
"956";35;1;5;2
"957";35;1;6;2
"958";35;1;7;2
"959";35;1;8;3
"960";35;2;3;1
"961";35;2;4;3
"962";35;2;5;3
"963";35;2;6;2
"964";35;2;7;1
"965";35;2;8;3
"966";35;3;4;3
"967";35;3;5;1
"968";35;3;6;2
"969";35;3;7;3
"970";35;3;8;1
"971";35;4;5;3
"972";35;4;6;3
"973";35;4;7;2
"974";35;4;8;1
"975";35;5;6;1
"976";35;5;7;3
"977";35;5;8;2
"978";35;6;7;1
"979";35;6;8;3
"980";35;7;8;3
"981";36;1;2;1
"982";36;1;3;1
"983";36;1;4;2
"984";36;1;5;3
"985";36;1;6;3
"986";36;1;7;1
"987";36;1;8;2
"988";36;2;3;3
"989";36;2;4;3
"990";36;2;5;2
"991";36;2;6;2
"992";36;2;7;1
"993";36;2;8;2
"994";36;3;4;1
"995";36;3;5;1
"996";36;3;6;3
"997";36;3;7;3
"998";36;3;8;3
"999";36;4;5;1
"1000";36;4;6;1
"1001";36;4;7;3
"1002";36;4;8;3
"1003";36;5;6;2
"1004";36;5;7;3
"1005";36;5;8;3
"1006";36;6;7;3
"1007";36;6;8;3
"1008";36;7;8;1
"1009";37;1;2;1
"1010";37;1;3;2
"1011";37;1;4;2
"1012";37;1;5;1
"1013";37;1;6;2
"1014";37;1;7;3
"1015";37;1;8;1
"1016";37;2;3;3
"1017";37;2;4;3
"1018";37;2;5;3
"1019";37;2;6;2
"1020";37;2;7;2
"1021";37;2;8;1
"1022";37;3;4;3
"1023";37;3;5;3
"1024";37;3;6;3
"1025";37;3;7;1
"1026";37;3;8;3
"1027";37;4;5;3
"1028";37;4;6;3
"1029";37;4;7;3
"1030";37;4;8;2
"1031";37;5;6;3
"1032";37;5;7;1
"1033";37;5;8;1
"1034";37;6;7;2
"1035";37;6;8;2
"1036";37;7;8;2
"1037";38;1;2;1
"1038";38;1;3;3
"1039";38;1;4;1
"1040";38;1;5;3
"1041";38;1;6;1
"1042";38;1;7;2
"1043";38;1;8;3
"1044";38;2;3;1
"1045";38;2;4;3
"1046";38;2;5;3
"1047";38;2;6;2
"1048";38;2;7;1
"1049";38;2;8;1
"1050";38;3;4;1
"1051";38;3;5;1
"1052";38;3;6;1
"1053";38;3;7;1
"1054";38;3;8;1
"1055";38;4;5;1
"1056";38;4;6;2
"1057";38;4;7;2
"1058";38;4;8;1
"1059";38;5;6;1
"1060";38;5;7;1
"1061";38;5;8;3
"1062";38;6;7;3
"1063";38;6;8;3
"1064";38;7;8;3
"1065";39;1;2;1
"1066";39;1;3;3
"1067";39;1;4;2
"1068";39;1;5;1
"1069";39;1;6;3
"1070";39;1;7;3
"1071";39;1;8;2
"1072";39;2;3;3
"1073";39;2;4;3
"1074";39;2;5;1
"1075";39;2;6;2
"1076";39;2;7;2
"1077";39;2;8;1
"1078";39;3;4;2
"1079";39;3;5;2
"1080";39;3;6;3
"1081";39;3;7;2
"1082";39;3;8;1
"1083";39;4;5;2
"1084";39;4;6;1
"1085";39;4;7;3
"1086";39;4;8;1
"1087";39;5;6;2
"1088";39;5;7;3
"1089";39;5;8;2
"1090";39;6;7;3
"1091";39;6;8;3
"1092";39;7;8;3
"1093";40;1;2;1
"1094";40;1;3;2
"1095";40;1;4;3
"1096";40;1;5;3
"1097";40;1;6;1
"1098";40;1;7;2
"1099";40;1;8;1
"1100";40;2;3;1
"1101";40;2;4;3
"1102";40;2;5;2
"1103";40;2;6;1
"1104";40;2;7;3
"1105";40;2;8;3
"1106";40;3;4;2
"1107";40;3;5;3
"1108";40;3;6;2
"1109";40;3;7;2
"1110";40;3;8;1
"1111";40;4;5;3
"1112";40;4;6;2
"1113";40;4;7;2
"1114";40;4;8;2
"1115";40;5;6;3
"1116";40;5;7;3
"1117";40;5;8;2
"1118";40;6;7;3
"1119";40;6;8;2
"1120";40;7;8;2
"1121";41;1;2;2
"1122";41;1;3;1
"1123";41;1;4;3
"1124";41;1;5;2
"1125";41;1;6;2
"1126";41;1;7;3
"1127";41;1;8;1
"1128";41;2;3;1
"1129";41;2;4;2
"1130";41;2;5;3
"1131";41;2;6;2
"1132";41;2;7;1
"1133";41;2;8;3
"1134";41;3;4;2
"1135";41;3;5;1
"1136";41;3;6;3
"1137";41;3;7;2
"1138";41;3;8;2
"1139";41;4;5;1
"1140";41;4;6;2
"1141";41;4;7;1
"1142";41;4;8;1
"1143";41;5;6;2
"1144";41;5;7;1
"1145";41;5;8;2
"1146";41;6;7;2
"1147";41;6;8;2
"1148";41;7;8;3
"1149";42;1;2;3
"1150";42;1;3;1
"1151";42;1;4;1
"1152";42;1;5;2
"1153";42;1;6;1
"1154";42;1;7;2
"1155";42;1;8;2
"1156";42;2;3;1
"1157";42;2;4;3
"1158";42;2;5;1
"1159";42;2;6;1
"1160";42;2;7;3
"1161";42;2;8;1
"1162";42;3;4;1
"1163";42;3;5;1
"1164";42;3;6;3
"1165";42;3;7;1
"1166";42;3;8;3
"1167";42;4;5;3
"1168";42;4;6;3
"1169";42;4;7;3
"1170";42;4;8;3
"1171";42;5;6;1
"1172";42;5;7;2
"1173";42;5;8;2
"1174";42;6;7;3
"1175";42;6;8;2
"1176";42;7;8;2
"1177";43;1;2;3
"1178";43;1;3;2
"1179";43;1;4;3
"1180";43;1;5;2
"1181";43;1;6;1
"1182";43;1;7;1
"1183";43;1;8;1
"1184";43;2;3;1
"1185";43;2;4;3
"1186";43;2;5;1
"1187";43;2;6;2
"1188";43;2;7;2
"1189";43;2;8;2
"1190";43;3;4;3
"1191";43;3;5;2
"1192";43;3;6;3
"1193";43;3;7;3
"1194";43;3;8;3
"1195";43;4;5;2
"1196";43;4;6;2
"1197";43;4;7;2
"1198";43;4;8;1
"1199";43;5;6;1
"1200";43;5;7;3
"1201";43;5;8;1
"1202";43;6;7;3
"1203";43;6;8;2
"1204";43;7;8;2
"1205";44;1;2;1
"1206";44;1;3;3
"1207";44;1;4;3
"1208";44;1;5;3
"1209";44;1;6;1
"1210";44;1;7;3
"1211";44;1;8;1
"1212";44;2;3;1
"1213";44;2;4;3
"1214";44;2;5;1
"1215";44;2;6;2
"1216";44;2;7;1
"1217";44;2;8;2
"1218";44;3;4;1
"1219";44;3;5;2
"1220";44;3;6;1
"1221";44;3;7;2
"1222";44;3;8;1
"1223";44;4;5;2
"1224";44;4;6;3
"1225";44;4;7;2
"1226";44;4;8;3
"1227";44;5;6;1
"1228";44;5;7;1
"1229";44;5;8;1
"1230";44;6;7;3
"1231";44;6;8;1
"1232";44;7;8;3
"1233";45;1;2;1
"1234";45;1;3;2
"1235";45;1;4;3
"1236";45;1;5;1
"1237";45;1;6;3
"1238";45;1;7;1
"1239";45;1;8;3
"1240";45;2;3;3
"1241";45;2;4;2
"1242";45;2;5;1
"1243";45;2;6;3
"1244";45;2;7;2
"1245";45;2;8;2
"1246";45;3;4;1
